State,DistrictID,DistrictName,UrbanHouseholds,UrbanElectricity,UrbanKerosene,UrbanSolar,UrbanOil,UrbanOther,UrbanNoLight,RuralHouseholds,RuralElectricity,RuralKerosene,RuralSolar,RuralOil,RuralOther,RuralNoLight
Uttar Pradesh,16205, Agra ,"305,508 ","287,216 ","14,193 ",892 ,443 ,"1,249 ","1,515 ","367,102 ","249,186 ","114,293 ",830 ,"1,146 ",851 ,796 
Uttar Pradesh,16206, Aligarh ,"198,180 ","160,185 ","34,699 ",510 ,724 ,673 ,"1,389 ","406,432 ","107,935 ","293,301 ","1,752 ","1,359 ",903 ,"1,182 "
Uttar Pradesh,16207, Allahabad ,"202,317 ","179,538 ","21,231 ",445 ,235 ,379 ,489 ,"696,236 ","212,004 ","476,330 ","3,015 ","1,990 ","1,426 ","1,471 "
Uttar Pradesh,16208, Ambedkar Nagar ,"42,591 ","26,532 ","15,572 ",80 ,125 ,147 ,135 ,"321,866 ","73,049 ","246,285 ",950 ,"1,003 ",340 ,239 
Uttar Pradesh,16209, Auraiya ,"40,696 ","29,123 ","11,417 ",37 ,45 ,53 ,21 ,"207,674 ","36,356 ","169,287 ","1,049 ",493 ,326 ,163 
Uttar Pradesh,16210, Azamgarh ,"51,246 ","36,846 ","13,842 ",129 ,144 ,172 ,113 ,"608,684 ","146,535 ","457,214 ","1,831 ","1,151 ","1,231 ",722 
Uttar Pradesh,16211, Badaun ,"109,711 ","64,312 ","44,446 ",124 ,273 ,229 ,327 ,"501,193 ","45,865 ","450,430 ","1,390 ","1,691 ","1,147 ",670 
Uttar Pradesh,16212, Baghpat ,"44,279 ","36,090 ","7,407 ",73 ,118 ,403 ,188 ,"162,811 ","83,031 ","77,373 ",519 ,560 ,"1,046 ",282 
Uttar Pradesh,16213, Bahraich ,"45,284 ","31,792 ","13,025 ",34 ,122 ,124 ,187 ,"549,894 ","54,022 ","490,215 ","2,790 ","1,274 ",837 ,756 
Uttar Pradesh,16214, Ballia ,"45,151 ","28,484 ","16,178 ",69 ,95 ,250 ,75 ,"437,289 ","91,488 ","339,907 ","3,000 ","1,375 ",857 ,662 
Uttar Pradesh,16215, Balrampur ,"24,824 ","18,414 ","6,128 ",46 ,77 ,33 ,126 ,"296,167 ","38,986 ","255,309 ","1,051 ",218 ,386 ,217 
Uttar Pradesh,16216, Banda ,"49,292 ","34,681 ","14,349 ",75 ,78 ,62 ,47 ,"273,445 ","38,841 ","231,961 ","1,610 ",598 ,351 ,84 
Uttar Pradesh,16217, Bara Banki ,"53,426 ","34,020 ","19,001 ",122 ,96 ,85 ,102 ,"514,291 ","74,096 ","432,784 ","4,923 ","1,381 ",666 ,441 
Uttar Pradesh,16218, Bareilly ,"270,647 ","204,333 ","62,869 ",414 ,629 ,"1,083 ","1,319 ","475,575 ","68,497 ","399,419 ","3,465 ","2,097 ","1,693 ",404 
Uttar Pradesh,16219, Basti ,"21,224 ","17,152 ","3,592 ",35 ,60 ,328 ,57 ,"358,566 ","90,949 ","264,604 ","1,290 ",955 ,486 ,282 
Uttar Pradesh,16220, Bijnor ,"151,935 ","112,639 ","37,734 ",227 ,466 ,599 ,270 ,"476,873 ","155,714 ","315,132 ","1,657 ","1,533 ","2,139 ",698 
Uttar Pradesh,16221, Bulandshahr ,"143,934 ","110,790 ","31,794 ",178 ,228 ,471 ,473 ,"438,742 ","113,132 ","320,545 ","1,226 ","1,247 ","1,968 ",624 
Uttar Pradesh,16222, Chandauli ,"38,170 ","28,489 ","9,034 ",140 ,198 ,180 ,129 ,"256,548 ","71,113 ","182,526 ","1,230 ",736 ,744 ,199 
Uttar Pradesh,16223, Chitrakoot ,"16,674 ","11,353 ","5,162 ",77 ,47 ,25 ,10 ,"150,784 ","29,693 ","119,577 ",981 ,251 ,170 ,112 
Uttar Pradesh,16224, Deoria ,"45,872 ","31,428 ","14,004 ",70 ,111 ,61 ,198 ,"426,692 ","118,573 ","304,501 ","1,351 ",899 ,603 ,765 
Uttar Pradesh,16225, Etah ,"44,806 ","35,173 ","8,745 ",67 ,60 ,329 ,432 ,"245,668 ","34,418 ","206,868 ","1,256 ","1,752 ",826 ,548 
Uttar Pradesh,16226, Etawah ,"61,331 ","50,491 ","10,211 ",52 ,124 ,206 ,247 ,"214,002 ","62,607 ","149,113 ",937 ,477 ,513 ,355 
Uttar Pradesh,16227, Faizabad ,"55,770 ","45,018 ","10,051 ",110 ,115 ,107 ,369 ,"362,059 ","82,736 ","276,241 ","1,442 ",867 ,392 ,381 
Uttar Pradesh,16228, Farrukhabad ,"68,771 ","50,489 ","17,601 ",149 ,177 ,64 ,291 ,"239,285 ","37,592 ","197,834 ","1,838 ","1,058 ",435 ,528 
Uttar Pradesh,16229, Fatehpur ,"56,406 ","36,492 ","19,360 ",141 ,145 ,130 ,138 ,"416,615 ","38,771 ","373,839 ","2,347 ",476 ,782 ,400 
Uttar Pradesh,16230, Firozabad ,"140,719 ","116,628 ","21,206 ",457 ,454 ,792 ,"1,182 ","271,428 ","79,452 ","188,311 ",851 ,"1,343 ",656 ,815 
Uttar Pradesh,16231, Gautam Buddha Nagar ,"207,099 ","195,288 ","9,898 ",142 ,343 ,"1,045 ",383 ,"109,179 ","62,298 ","44,777 ",328 ,336 ,"1,078 ",362 
Uttar Pradesh,16232, Ghaziabad ,"587,116 ","538,654 ","33,529 ","1,698 ","1,846 ","8,432 ","2,957 ","242,727 ","156,476 ","83,288 ",522 ,691 ,"1,140 ",610 
Uttar Pradesh,16233, Ghazipur ,"39,022 ","28,047 ","10,388 ",89 ,194 ,116 ,188 ,"485,939 ","77,720 ","403,029 ","2,625 ","1,032 ",755 ,778 
Uttar Pradesh,16234, Gonda ,"35,501 ","28,718 ","6,375 ",39 ,120 ,78 ,171 ,"500,060 ","75,366 ","420,958 ","1,675 ",786 ,673 ,602 
Uttar Pradesh,16235, Gorakhpur ,"136,304 ","118,814 ","16,198 ",302 ,347 ,183 ,460 ,"559,062 ","177,805 ","376,445 ","1,649 ","1,361 ",986 ,816 
Uttar Pradesh,16237, Hardoi ,"89,226 ","54,991 ","33,242 ",164 ,230 ,135 ,464 ,"619,495 ","40,517 ","567,669 ","7,992 ","1,929 ",989 ,399 
Uttar Pradesh,16239, Jalaun ,"70,299 ","47,648 ","21,952 ",94 ,194 ,135 ,276 ,"216,920 ","56,528 ","158,085 ","1,042 ",799 ,323 ,143 
Uttar Pradesh,16240, Jaunpur ,"51,195 ","41,276 ","9,240 ",227 ,107 ,167 ,178 ,"615,793 ","140,191 ","468,644 ","3,517 ","1,712 ","1,032 ",697 
Uttar Pradesh,16241, Jhansi ,"143,509 ","118,758 ","22,965 ",325 ,415 ,429 ,617 ,"214,711 ","64,582 ","147,459 ","1,164 ",601 ,449 ,456 
Uttar Pradesh,16242, Jyotiba Phule Nagar ,"78,383 ","59,288 ","17,920 ",139 ,260 ,484 ,292 ,"234,453 ","30,041 ","199,410 ","3,131 ",920 ,820 ,131 
Uttar Pradesh,16243, Kannauj ,"46,221 ","28,532 ","17,120 ",108 ,177 ,83 ,201 ,"232,517 ","32,959 ","195,245 ","2,991 ",635 ,443 ,244 
Uttar Pradesh,16244, Kanpur ,"529,619 ","471,504 ","50,963 ","1,119 ","1,027 ","2,352 ","2,654 ","291,529 ","45,767 ","241,586 ","2,570 ",692 ,511 ,403 
Uttar Pradesh,16245, Kanpur Dehat ,"30,473 ","17,800 ","12,390 ",44 ,122 ,83 ,34 ,"299,000 ","31,953 ","263,757 ","2,176 ",535 ,323 ,256 
Uttar Pradesh,16246, Kaushambi ,"21,467 ","11,776 ","9,387 ",47 ,95 ,26 ,136 ,"254,926 ","31,977 ","220,864 ","1,070 ",631 ,228 ,156 
Uttar Pradesh,16247, Kushinagar ,"26,698 ","17,298 ","9,201 ",23 ,105 ,21 ,50 ,"531,928 ","110,033 ","417,106 ","1,911 ","1,689 ",803 ,386 
Uttar Pradesh,16249, Lalitpur ,"31,375 ","25,184 ","5,906 ",40 ,50 ,78 ,117 ,"186,503 ","51,898 ","131,505 ","2,017 ",704 ,136 ,243 
Uttar Pradesh,16250, Lucknow ,"548,379 ","499,960 ","42,432 ",863 ,962 ,"1,397 ","2,765 ","274,212 ","82,809 ","186,562 ",960 ,962 ,811 ,"2,108 "
Uttar Pradesh,16251, Maharajganj ,"21,375 ","14,248 ","6,883 ",14 ,105 ,109 ,16 ,"400,326 ","77,596 ","318,093 ","2,754 ","1,169 ",380 ,334 
Uttar Pradesh,16252, Mahoba ,"33,999 ","19,916 ","13,732 ",111 ,42 ,143 ,55 ,"129,475 ","23,020 ","104,821 ","1,151 ",271 ,139 ,73 
Uttar Pradesh,16253, Mainpuri ,"48,775 ","35,938 ","12,159 ",69 ,172 ,174 ,263 ,"262,409 ","43,084 ","216,063 ","1,458 ","1,048 ",442 ,314 
Uttar Pradesh,16254, Mathura ,"119,839 ","110,900 ","7,643 ",308 ,204 ,214 ,570 ,"290,944 ","170,339 ","117,532 ","1,023 ",568 ,548 ,934 
Uttar Pradesh,16255, Mau ,"68,614 ","55,381 ","12,422 ",56 ,223 ,257 ,275 ,"252,219 ","94,527 ","154,689 ","1,208 ",650 ,618 ,527 
Uttar Pradesh,16256, Meerut ,"300,446 ","273,036 ","22,404 ",743 ,609 ,"2,093 ","1,561 ","268,299 ","152,588 ","112,389 ",676 ,"1,084 ",981 ,581 
Uttar Pradesh,16257, Mirzapur ,"55,338 ","42,962 ","11,686 ",179 ,92 ,179 ,240 ,"335,481 ","103,035 ","228,856 ","2,123 ",555 ,573 ,339 
Uttar Pradesh,16258, Moradabad ,"263,908 ","207,052 ","51,654 ",627 ,804 ,"2,459 ","1,312 ","520,831 ","74,706 ","429,581 ","5,225 ","3,107 ","7,266 ",946 
Uttar Pradesh,16259, Muzaffarnagar ,"200,330 ","161,902 ","33,848 ",442 ,891 ,"2,283 ",964 ,"481,057 ","206,251 ","267,445 ","1,560 ","1,872 ","3,208 ",721 
Uttar Pradesh,16260, Pilibhit ,"63,869 ","41,293 ","21,881 ",100 ,182 ,272 ,141 ,"297,601 ","41,713 ","251,341 ","2,280 ","1,151 ",831 ,285 
Uttar Pradesh,16261, Pratapgarh ,"14,472 ","13,653 ",733 ,8 ,25 ,38 ,15 ,"163,574 ","57,959 ","102,866 ","1,360 ",440 ,158 ,791 
Uttar Pradesh,16261, Pratapgarh ,"27,332 ","21,098 ","6,039 ",64 ,25 ,60 ,46 ,"506,922 ","119,440 ","383,173 ","2,038 ","1,068 ",605 ,598 
Uttar Pradesh,16262, Rae Bareli ,"52,448 ","39,576 ","12,412 ",60 ,88 ,52 ,260 ,"561,905 ","208,280 ","349,962 ","1,401 ","1,149 ",603 ,510 
Uttar Pradesh,16263, Rampur ,"102,001 ","79,557 ","20,840 ",123 ,149 ,"1,019 ",313 ,"291,440 ","51,555 ","234,232 ","2,321 ",958 ,"2,032 ",342 
Uttar Pradesh,16264, Saharanpur ,"184,376 ","166,476 ","15,374 ",551 ,343 ,"1,013 ",619 ,"404,600 ","238,023 ","163,317 ",928 ,801 ,824 ,707 
Uttar Pradesh,16265, Sant Kabir Nagar ,"18,426 ","12,520 ","5,733 ",22 ,77 ,20 ,54 ,"239,614 ","67,005 ","170,504 ",762 ,620 ,435 ,288 
Uttar Pradesh,16266, Sant Ravi Das Nagar ,"31,727 ","22,821 ","8,538 ",64 ,103 ,58 ,143 ,"187,958 ","60,399 ","124,959 ",876 ,720 ,320 ,684 
Uttar Pradesh,16266, Sant Ravi Das Nagar ,"31,727 ","22,821 ","8,538 ",64 ,103 ,58 ,143 ,"187,958 ","60,399 ","124,959 ",876 ,720 ,320 ,684 
Uttar Pradesh,16266, Sant Ravi Das Nagar ,"31,727 ","22,821 ","8,538 ",64 ,103 ,58 ,143 ,"187,958 ","60,399 ","124,959 ",876 ,720 ,320 ,684 
Uttar Pradesh,16267, Shahjahanpur ,"99,414 ","66,312 ","32,019 ",113 ,460 ,218 ,292 ,"418,787 ","48,851 ","364,626 ","1,683 ","2,252 ",826 ,549 
Uttar Pradesh,16268, Shravasti ,"5,959 ","3,300 ","2,594 ",27 ,7 ,12 ,19 ,"180,317 ","17,119 ","161,131 ","1,098 ",638 ,203 ,128 
Uttar Pradesh,16268, Shravasti ,"5,959 ","3,300 ","2,594 ",27 ,7 ,12 ,19 ,"180,317 ","17,119 ","161,131 ","1,098 ",638 ,203 ,128 
Uttar Pradesh,16268, Shravasti ,"5,959 ","3,300 ","2,594 ",27 ,7 ,12 ,19 ,"180,317 ","17,119 ","161,131 ","1,098 ",638 ,203 ,128 
Uttar Pradesh,16269, Siddharth Nagar ,"23,826 ","14,801 ","8,808 ",64 ,58 ,42 ,53 ,"352,651 ","78,287 ","271,094 ","1,418 ",968 ,471 ,413 
Uttar Pradesh,16269, Siddharth Nagar ,"23,826 ","14,801 ","8,808 ",64 ,58 ,42 ,53 ,"352,651 ","78,287 ","271,094 ","1,418 ",968 ,471 ,413 
Uttar Pradesh,16269, Siddharth Nagar ,"23,826 ","14,801 ","8,808 ",64 ,58 ,42 ,53 ,"352,651 ","78,287 ","271,094 ","1,418 ",968 ,471 ,413 
Uttar Pradesh,16270, Sitapur ,"83,562 ","51,414 ","31,390 ",163 ,175 ,212 ,208 ,"710,299 ","50,626 ","650,747 ","6,287 ","1,251 ",828 ,560 
Uttar Pradesh,16271, Sonbhadra ,"59,610 ","49,663 ","9,347 ",164 ,113 ,68 ,255 ,"267,308 ","45,919 ","213,848 ","6,571 ",348 ,301 ,321 
Uttar Pradesh,16272, Sultanpur ,"32,638 ","27,444 ","4,856 ",69 ,74 ,148 ,47 ,"595,287 ","206,257 ","384,427 ","2,062 ","1,305 ",641 ,595 
Uttar Pradesh,16273, Unnao ,"92,156 ","59,395 ","31,918 ",185 ,245 ,253 ,160 ,"475,335 ","40,071 ","428,945 ","3,828 ","1,301 ",844 ,346 
Uttar Pradesh,16274, Varanasi ,"240,219 ","216,480 ","21,640 ",879 ,337 ,351 ,532 ,"301,485 ","119,576 ","178,690 ","1,420 ",727 ,468 ,604 
Uttaranchal,16275, Almora ,"12,781 ","12,539 ",197 ,9 ,14 ,5 ,17 ,"126,476 ","97,337 ","24,978 ","3,536 ",249 ,59 ,317 
Uttaranchal,16276, Bageshwar ,"1,964 ","1,911 ",42 ,1 ,4 ,0 ,6 ,"55,748 ","45,172 ","9,020 ","1,027 ",145 ,110 ,274 
Uttaranchal,16277, Chamoli ,"13,021 ","12,733 ",254 ,7 ,24 ,0 ,3 ,"72,744 ","58,791 ","9,142 ","4,138 ",168 ,201 ,304 
Uttaranchal,16278, Champawat ,"7,970 ","7,392 ",488 ,7 ,24 ,14 ,45 ,"44,386 ","30,333 ","11,460 ","2,286 ",84 ,80 ,143 
Uttaranchal,16279, Dehra Dun ,"185,649 ","181,260 ","3,626 ",57 ,135 ,249 ,322 ,"137,051 ","129,466 ","6,410 ",292 ,195 ,379 ,309 
Uttaranchal,16280, Haridwar ,"125,702 ","120,895 ","3,804 ",63 ,72 ,390 ,478 ,"199,642 ","158,117 ","38,713 ",375 ,554 ,"1,104 ",779 
Uttaranchal,16281, Naini Tal ,"74,438 ","72,255 ","1,833 ",26 ,73 ,105 ,146 ,"112,670 ","96,746 ","13,409 ","1,801 ",192 ,115 ,407 
Uttaranchal,16282, Pauri Garhwal ,"24,586 ","24,134 ",364 ,37 ,4 ,6 ,41 ,"137,102 ","119,829 ","14,331 ","2,212 ",234 ,85 ,411 
Uttaranchal,16283, Pithoragarh ,"16,412 ","16,219 ",155 ,11 ,8 ,10 ,9 ,"95,130 ","79,202 ","12,802 ","2,770 ",101 ,77 ,178 
Uttaranchal,16284, Rudra Prayag ,"2,428 ","2,388 ",37 ,0 ,1 ,1 ,1 ,"51,064 ","46,794 ","3,774 ",278 ,46 ,17 ,155 
Uttaranchal,16284, Rudra Prayag ,"2,428 ","2,388 ",37 ,0 ,1 ,1 ,1 ,"51,064 ","46,794 ","3,774 ",278 ,46 ,17 ,155 
Uttaranchal,16284, Rudra Prayag ,"2,428 ","2,388 ",37 ,0 ,1 ,1 ,1 ,"51,064 ","46,794 ","3,774 ",278 ,46 ,17 ,155 
Uttaranchal,16285, Tehri Garhwal ,"16,506 ","16,247 ",223 ,6 ,9 ,13 ,8 ,"116,988 ","100,992 ","12,329 ","2,989 ",201 ,91 ,386 
Uttaranchal,16286, Udham Singh Nagar ,"105,357 ","98,144 ","5,944 ",251 ,94 ,336 ,588 ,"194,695 ","156,658 ","36,023 ",397 ,393 ,330 ,894 
Uttaranchal,16287, Uttarkashi ,"5,409 ","5,302 ",90 ,3 ,5 ,1 ,8 ,"61,149 ","47,319 ","11,758 ","1,688 ",129 ,102 ,153 
West Bengal,16288, Bankura ,"65,021 ","50,944 ","13,056 ",381 ,170 ,29 ,441 ,"691,417 ","283,726 ","397,237 ","5,260 ","1,730 ",402 ,"3,062 "
West Bengal,16289, Barddhaman ,"641,280 ","530,273 ","94,292 ","7,463 ","1,428 ","1,676 ","6,148 ","1,064,226 ","519,670 ","525,091 ","9,428 ","3,564 ",983 ,"5,490 "
West Bengal,16290, Birbhum ,"101,718 ","73,349 ","26,489 ",689 ,271 ,141 ,779 ,"711,236 ","260,403 ","439,936 ","5,073 ","1,589 ",531 ,"3,704 "
West Bengal,16291, Dakshin Dinajpur ,"57,541 ","46,704 ","9,453 ",810 ,208 ,20 ,346 ,"338,680 ","121,365 ","212,262 ","2,682 ",708 ,124 ,"1,539 "
West Bengal,16292, Darjiling ,"147,878 ","134,206 ","10,421 ","2,109 ",214 ,89 ,839 ,"234,411 ","162,970 ","66,664 ","1,274 ",561 ,137 ,"2,805 "
West Bengal,16293, East Midnapore ,"152,700 ","121,213 ","27,812 ","1,655 ",445 ,217 ,"1,358 ","1,109,569 ","542,598 ","548,438 ","12,718 ","2,151 ",274 ,"3,390 "
West Bengal,16294, Haora ,"640,655 ","556,029 ","67,307 ","10,622 ",785 ,570 ,"5,342 ","388,459 ","240,924 ","140,976 ","3,253 ",853 ,204 ,"2,249 "
West Bengal,16295, Hugli ,"492,052 ","445,580 ","35,674 ","5,734 ",907 ,670 ,"3,487 ","777,386 ","519,678 ","242,398 ","7,381 ","1,666 ","1,176 ","5,087 "
West Bengal,16296, Jalpaiguri ,"240,969 ","178,864 ","58,139 ","2,275 ",441 ,137 ,"1,113 ","620,432 ","203,636 ","409,179 ","3,780 ","1,215 ",223 ,"2,399 "
West Bengal,16298, Kolkata ,"964,183 ","927,602 ","17,413 ","15,471 ",610 ,"1,087 ","2,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 
West Bengal,16299, Maldah ,"109,168 ","79,557 ","26,176 ","1,477 ",578 ,73 ,"1,307 ","729,770 ","218,159 ","499,071 ","5,752 ","2,492 ",549 ,"3,747 "
West Bengal,16300, Murshidabad ,"279,200 ","166,073 ","107,557 ","2,332 ",684 ,738 ,"1,816 ","1,282,692 ","375,096 ","890,739 ","8,179 ","2,168 ",879 ,"5,631 "
West Bengal,16301, Nadia ,"351,922 ","281,542 ","63,928 ","2,724 ","1,064 ",313 ,"2,351 ","879,934 ","342,187 ","525,371 ","5,912 ","1,888 ",703 ,"3,873 "
West Bengal,16303, Puruliya ,"72,851 ","49,038 ","21,905 ",762 ,409 ,54 ,683 ,"496,403 ","140,851 ","348,217 ","4,318 ","1,018 ",241 ,"1,758 "
West Bengal,16305, Uttar Dinajpur ,"68,756 ","51,366 ","16,231 ",458 ,243 ,58 ,400 ,"529,416 ","147,941 ","375,583 ","3,232 ","1,303 ",442 ,915 
